_id,objectid,has_wifi,location_name,public_name,address,postal_code,building_type,gis_id,asset_id,owner,neighbourhood,is_nia,is_emerging,ward,ward_number,telephone,website,globalid,geometry
113,162,Y,FOREST HILL,Forest Hill Public Library,700 EGLINTON AVE W,M5N 1B9,Library,,,None,Forest Hill North (102),N,N,Eglinton-Lawrence,8,416-393-7706,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB046,e61aefc0-96f5-4c6c-a405-67efae54c431,"{'type': 'MultiPoint', 'coordinates': [[-79.4208022296686, 43.7022301901247]]}"
114,163,Y,FORT YORK,Fort York Public Library,190 FORT YORK BLVD,M5V 0E7,Library,,,None,Harbourfront-CityPlace (165),N,N,Spadina-Fort York ,10,416-393-6240,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB140,0adac163-db70-4f25-a035-487fcd3e1506,"{'type': 'MultiPoint', 'coordinates': [[-79.400325539704, 43.6393118501847]]}"
115,164,Y,GERRARD/ASHDALE,Gerrard Ashdale Public Library,1432 GERRARD ST E,M4L 1Z6,Library,,,None,Greenwood-Coxwell (65),N,N,Toronto-Danforth ,14,416-393-7717,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB047,c314e11c-f54c-414c-b7ae-39fabf33df3e,"{'type': 'MultiPoint', 'coordinates': [[-79.3221213201377, 43.672489529798]]}"
116,165,Y,GOLDHAWK PARK,Goldhawk Community Centre,295 ALTON TOWERS CRCL,M1V 4P1,Library,,,None,Milliken (130),N,N,Scarborough North ,23,416-396-8964,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB048,e96e4932-77e5-4e9b-bb9a-4044cb092f3c,"{'type': 'MultiPoint', 'coordinates': [[-79.2781945597371, 43.8240886999543]]}"
117,166,Y,GUILDWOOD,Guildwood Public Library,123 GUILDWOOD PKWY,M1E 4V2,Library,,,None,Guildwood (140),N,N,Scarborough-Guildwood ,24,416-396-8872,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB139,a50fc79a-027e-4644-9e96-a436ce8ef299,"{'type': 'MultiPoint', 'coordinates': [[-79.199373740153, 43.7468515901145]]}"
118,167,Y,HIGH PARK,High Park Public Library,228 RONCESVALLES AVE,M6R 2L7,Library,,,None,High Park-Swansea (87),N,N,Parkdale-High Park,4,416-393-7671,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB049,bbbd6651-1bb8-4b25-b394-f89ad39cc151,"{'type': 'MultiPoint', 'coordinates': [[-79.4489629396904, 43.6451348499186]]}"
119,168,Y,HIGHLAND CREEK,Highland Creek Public Library,3550 ELLESMERE RD,M1C 3Z2,Library,,,None,Highland Creek (134),N,N,Scarborough-Rouge Park ,25,416-396-8876,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB050,6460bc33-9ef5-48a1-aa8b-030426e20ebb,"{'type': 'MultiPoint', 'coordinates': [[-79.1752378203707, 43.7900692596962]]}"
120,169,Y,HILLCREST,Hillcrest Public Library,5801 LESLIE ST,M2H 1J8,Library,,,None,Hillcrest Village (48),N,N,Don Valley North ,17,416-395-5830,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB051,870334d9-d3a3-4997-a7f9-e90127bca7a6,"{'type': 'MultiPoint', 'coordinates': [[-79.3690158303695, 43.7971171699601]]}"
121,170,Y,HUMBER BAY,Humber Bay Public Library,200 PARK LAWN RD,M8Y 3J1,Library,,,None,Stonegate-Queensway (16),N,N,Etobicoke-Lakeshore,3,416-394-5300,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB052,67a66b35-e2d2-492e-a283-f0864b4727c6,"{'type': 'MultiPoint', 'coordinates': [[-79.4912526696061, 43.63032402017]]}"
122,171,Y,HUMBER SUMMIT,Whitfield Parkette,2990 ISLINGTON AVE,M9L 2K6,Library,,,None,Humber Summit (21),Y,N,Humber River-Black Creek,7,416-395-5840,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB053,fc2d3998-6403-4d5d-a14c-a7e8e189d9a7,"{'type': 'MultiPoint', 'coordinates': [[-79.5715992902766, 43.7590380302632]]}"
123,172,Y,HUMBERWOOD,Humberwood Public Library,850 HUMBERWOOD BLVD,M9W 7A6,Library,,,None,West Humber-Clairville (1),N,N,Etobicoke North,1,416-394-5210,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB054,3b4e6c25-f3ef-4a4e-95cc-72e9d4aee506,"{'type': 'MultiPoint', 'coordinates': [[-79.6191818803716, 43.7288858603148]]}"
124,173,Y,JANE/DUNDAS,Jane/Dundas Public Library,620 JANE ST,M6S 4A6,Library,,,None,Runnymede-Bloor West Village (89),N,N,Parkdale-High Park,4,416-394-1014,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB055,7b7fde0e-d563-40f4-aab1-e1f327bec79b,"{'type': 'MultiPoint', 'coordinates': [[-79.4914703098399, 43.6654731900722]]}"
125,174,Y,JANE/SHEPPARD,Jane/Sheppard Public Library,1906 SHEPPARD AVE W,M3L 1Y7,Library,,,None,Glenfield-Jane Heights (25) ,Y,N,Humber River-Black Creek,7,416-395-5966,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB056,caa80edf-c96e-46ff-a2bc-4fdfc9ee51e6,"{'type': 'MultiPoint', 'coordinates': [[-79.5100357001886, 43.7399603999195]]}"
126,175,Y,JONES,Jones Public Library,118 JONES AVE,M4M 2Z9,Library,,,None,South Riverdale (70),N,N,Toronto-Danforth ,14,416-393-7715,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB057,4ebf708b-cf7c-47ca-af49-5764238e4499,"{'type': 'MultiPoint', 'coordinates': [[-79.3345471603041, 43.6659547802709]]}"
127,176,Y,KENNEDY/EGLINTON,Kennedy Eglinton Public Library,2380 EGLINTON AVE E,M1K 2P3,Library,,,None,Ionview (125),Y,N,Scarborough Centre ,21,416-396-8924,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB138,a062d55c-3028-4156-9869-eff0b02558ee,"{'type': 'MultiPoint', 'coordinates': [[-79.2703636498597, 43.7322626898654]]}"
128,177,Y,LEASIDE,Leaside Public Public Library,165 MCRAE DR,M4G 1S8,Library,,,None,Leaside-Bennington (56),N,N,Don Valley West ,15,416-396-3835,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB059,3f9b3271-741d-467d-b9b8-43be0a578b22,"{'type': 'MultiPoint', 'coordinates': [[-79.3675598104142, 43.7064608296879]]}"
129,178,Y,LILLIAN H. SMITH,Lillian H. Smith Public Library,239 COLLEGE ST,M5T 1R5,Library,,,None,Kensington-Chinatown (78),N,N,University-Rosedale ,11,416-393-7746,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB011,862ebe69-a0e1-4467-a241-32e31e4863d0,"{'type': 'MultiPoint', 'coordinates': [[-79.3983856197631, 43.657926399719]]}"
130,179,Y,LOCKE,Locke Public Library,3083 YONGE ST,M4N 2K7,Library,,,None,Lawrence Park South (103) ,N,N,Don Valley West ,15,416-393-7730,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB060,74f0a6c0-e9d9-4b01-88f7-24372f1e2c5c,"{'type': 'MultiPoint', 'coordinates': [[-79.4017318495863, 43.724894860143]]}"
131,180,Y,LONG BRANCH,Long Branch Public Library,3500 LAKE SHORE BLVD W,M8W 1N6,Library,,,None,Long Branch (19),N,N,Etobicoke-Lakeshore,3,416-394-5320,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB061,5b3a8134-7ff4-42f3-83fd-9268fb7a6b2a,"{'type': 'MultiPoint', 'coordinates': [[-79.5313254598085, 43.5953143597584]]}"
132,181,Y,MAIN STREET,Main Street Public Library,137 MAIN ST,M4E 2V9,Library,,,None,East End-Danforth (62),N,N,Beaches-East York ,19,416-393-7700,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB062,88e31dd7-6f81-41a6-977c-9265d10f57ab,"{'type': 'MultiPoint', 'coordinates': [[-79.2994704897932, 43.6833718400094]]}"
133,182,Y,MALVERN,Malvern Recreation Centre,30 SEWELLS RD,M1B 3G5,Library,,,None,Malvern East (146),N,Y,Scarborough-Rouge Park ,25,416-396-8969,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB012,6a289c15-bbe7-4e62-bbd3-44d9fad2a341,"{'type': 'MultiPoint', 'coordinates': [[-79.2163862299381, 43.8085677101913]]}"
134,183,Y,MARIA A. SHCHUKA,Maria A. Shchuka Public Library,1745 EGLINTON AVE W,M6E 2H4,Library,,,None,Oakwood Village (107),N,N,Toronto-St. Paul's ,12,416-394-1000,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB013,9940abfd-5051-4524-8140-02fe4b097f1e,"{'type': 'MultiPoint', 'coordinates': [[-79.4472496602041, 43.6960393201319]]}"
135,184,Y,MARYVALE,Parkway Mall,85 ELLESMERE RD,M1R 4B9,Library,,,None,Wexford/Maryvale (119),N,N,Scarborough Centre ,21,416-396-8931,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB063,a54c7d04-a6bc-48ca-87d4-b481a8a1afeb,"{'type': 'MultiPoint', 'coordinates': [[-79.3124106298328, 43.7570957497033]]}"
136,185,Y,MCGREGOR PARK,McGregor Park Public Library,2219 LAWRENCE AVE E,M1P 2P5,Library,,,None,Dorset Park (126),N,Y,Scarborough Centre ,21,416-396-8935,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB064,5dcdb72b-b6ed-4830-bd03-d2becfeccf9e,"{'type': 'MultiPoint', 'coordinates': [[-79.281090930334, 43.7479109200512]]}"
137,186,Y,MIMICO CENTENNIAL,Mimico Public Library,47 STATION RD,M8V 2R1,Library,,,None,Mimico-Queensway (160),N,N,Etobicoke-Lakeshore,3,416-394-5330,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB065,7a2f0c19-6e5e-43a2-b081-e4662ac92c8e,"{'type': 'MultiPoint', 'coordinates': [[-79.4937450498535, 43.6148016202916]]}"
138,187,Y,MORNINGSIDE,Morningside Public Library,4279 LAWRENCE AVE E,M1E 2S8,Library,,,None,West Hill (136),Y,N,Scarborough-Rouge Park ,25,416-396-8881,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB066,3c7e1ccc-b8db-4cd9-bbc1-a8b5996696e3,"{'type': 'MultiPoint', 'coordinates': [[-79.1784470301636, 43.7698620401169]]}"
139,188,Y,MOUNT DENNIS,Mount Dennis Public Library,1123 WESTON RD,M6N 3S3,Library,,,None,Mount Dennis (115),Y,N,York South-Weston,5,416-394-1008,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB067,e97a413e-0825-4034-bb12-4b98f49abae7,"{'type': 'MultiPoint', 'coordinates': [[-79.4882246796504, 43.6866398001795]]}"
140,189,Y,MOUNT PLEASANT,Mount Pleasant Public Library,599 MOUNT PLEASANT RD,M4S 2M5,Library,,,None,Mount Pleasant East (99),N,N,Don Valley West ,15,416-393-7737,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB068,77b6740f-6123-40d6-9251-388a607f0193,"{'type': 'MultiPoint', 'coordinates': [[-79.3880448502195, 43.7039665101976]]}"
141,190,Y,NEW TORONTO,New Toronto Public Library,110 ELEVENTH ST,M8V 3G5,Library,,,None,New Toronto (18),N,N,Etobicoke-Lakeshore,3,416-394-5350,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB069,05b170c0-b57c-4dea-9596-935c8f7c3e62,"{'type': 'MultiPoint', 'coordinates': [[-79.5097333497219, 43.5992448999855]]}"
142,191,Y,NORTH YORK CENTRAL LIBRARY,North York Central Public Library,5120 YONGE ST,M2N 5N9,Library,,,None,Willowdale West (37),N,N,Willowdale ,18,416-395-5535,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB01,ae0112a4-fb8a-46f2-bee0-3b91d6c1cc61,"{'type': 'MultiPoint', 'coordinates': [[-79.4141004095769, 43.768204259678]]}"
143,192,Y,NORTHERN DISTRICT,Northern District Public Library,40 ORCHARD VIEW BLVD,M4R 1B9,Library,,,None,Yonge-Eglinton (100),N,N,Eglinton-Lawrence,8,416-393-7610,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB014,55895aa8-c64b-4a26-a1c3-4bbd83d02c32,"{'type': 'MultiPoint', 'coordinates': [[-79.4000672902294, 43.7082784898402]]}"
144,193,Y,NORTHERN ELMS,Northern Elms Public Library,123 REXDALE BLVD,M9W 1P1,Library,,,None,West Humber-Clairville (1),N,N,Etobicoke North,1,416-394-5230,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB070,d69d4f57-94bb-4d4b-ae01-944965aa5962,"{'type': 'MultiPoint', 'coordinates': [[-79.5652441803587, 43.7113836699014]]}"
145,194,Y,OAKWOOD VILLAGE LIBRARY AND ARTS CENTRE,Oakwood Village Public Library,341 OAKWOOD AVE,M6E 2W1,Library,,,None,Oakwood Village (107),N,N,Toronto-St. Paul's ,12,416-394-1040,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB071,acdf7d71-933f-491e-82ca-a6f1d18f3a9a,"{'type': 'MultiPoint', 'coordinates': [[-79.4381553597111, 43.6865837899394]]}"
146,195,Y,PALMERSTON,Palmerston Public Library,560 PALMERSTON AVE,M6G 2P7,Library,,,None,Annex (95),N,N,University-Rosedale ,11,416-393-7680,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB072,dd653cd6-fe27-40d5-9da4-811c421cfab5,"{'type': 'MultiPoint', 'coordinates': [[-79.4141879297401, 43.6651022999074]]}"
147,196,Y,PAPE/DANFORTH,Pape/Danforth Public Library,701 PAPE AVE,M4K 3S6,Library,,,None,Blake-Jones (69),N,N,Toronto-Danforth ,14,416-393-7727,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB015,7654bb19-02ae-4ab2-bcaa-ba0f8312d302,"{'type': 'MultiPoint', 'coordinates': [[-79.3444428200143, 43.6786408702618]]}"
148,197,Y,PARKDALE,Parkdale Public Library,1303 QUEEN ST W,M6K 1L6,Library,,,None,South Parkdale (85),Y,N,Parkdale-High Park,4,416-393-7686,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB073,bebd26b4-bd06-45a6-8516-ecdcde50c2ba,"{'type': 'MultiPoint', 'coordinates': [[-79.4326506597199, 43.6411508900056]]}"
149,198,Y,PARLIAMENT STREET,Parliament Street Public Library,269 GERRARD ST E,M5A 2G3,Library,,,None,Moss Park (73),N,N,Toronto Centre ,13,416-393-7663,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB074,3a774f36-58fc-440a-b51f-c5c663c85fda,"{'type': 'MultiPoint', 'coordinates': [[-79.3679579096122, 43.6618383200756]]}"
150,199,Y,PERTH/DUPONT,Perth/Dupont Public Library,1589 DUPONT ST,M6P 3S5,Library,,,None,Junction-Wallace Emerson (171),N,N,Davenport,9,416-393-7677,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB075,4f98d83a-739e-4716-ba46-5f4316763c6b,"{'type': 'MultiPoint', 'coordinates': [[-79.4538368804184, 43.665033859738]]}"
151,200,Y,PLEASANT VIEW,Pleasant View Public Library,575 VAN HORNE AVE,M2J 4S8,Library,,,None,Pleasant View (46),N,N,Don Valley North ,17,416-395-5940,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB076,c6fade9d-6ac7-4fe5-9241-ae701438d44e,"{'type': 'MultiPoint', 'coordinates': [[-79.3354447802922, 43.7875616800945]]}"
152,201,Y,PORT UNION,Port Union Community Recreation Centre,5450 LAWRENCE AVE E,M1C 3B2,Library,,,None,Centennial Scarborough (133),N,N,Scarborough-Rouge Park ,25,416-396-8885,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB077,07c13469-07e3-429a-a77d-9e54a779ddf8,"{'type': 'MultiPoint', 'coordinates': [[-79.3354447802922, 43.7875616800945]]}"
153,202,Y,QUEEN/SAULTER,Queen/Saulter Public Library,765 QUEEN ST E,M4M 1H3,Library,,,None,South Riverdale (70),N,N,Toronto-Danforth ,14,416-393-7723,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB078,e705641c-5114-423d-8538-bd87f6ddb87e,"{'type': 'MultiPoint', 'coordinates': [[-79.3475796202054, 43.6591955403062]]}"
154,203,Y,REXDALE,Rexdale Public Library,2243 KIPLING AVE,M9W 4L5,Library,,,None,Rexdale-Kipling (4),N,N,Etobicoke North,1,416-394-5200,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB079,ba0ac4cf-2b10-49fa-9c5e-569fa6efecc1,"{'type': 'MultiPoint', 'coordinates': [[-79.5731999803151, 43.7261607900616]]}"
155,204,Y,RICHVIEW,Richview Public Library,1806 ISLINGTON AVE,M9P 3N3,Library,,,None,Willowridge-Martingrove-Richview (7),N,N,Etobicoke Centre,2,416-394-5120,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB016,45f20c47-98dc-4994-8ee7-df1fd30d1a60,"{'type': 'MultiPoint', 'coordinates': [[-79.5411253797707, 43.683433139953]]}"
156,205,Y,RIVERDALE,Riverdale Public Library,370 BROADVIEW AVE,M4K 2M8,Library,,,None,North Riverdale (68),N,N,Toronto-Danforth ,14,416-393-7720,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB080,b493aeb1-6caa-42c4-a570-675c8ebfa499,"{'type': 'MultiPoint', 'coordinates': [[-79.353180180319, 43.6658148300865]]}"
157,206,Y,RUNNYMEDE,Runnymede Public Library,2178 BLOOR ST W,M6S 1M8,Library,,,None,High Park North (88),N,N,Parkdale-High Park,4,416-393-7697,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB081,84284fe1-ae2f-4b08-880d-5842858e588a,"{'type': 'MultiPoint', 'coordinates': [[-79.4739122103007, 43.6519103198044]]}"
158,207,Y,S. WALTER STEWART,S. Walter Stewart Public Library,170 MEMORIAL PARK AVE,M4J 2K5,Library,,,None,Danforth East York (59),N,N,Toronto-Danforth ,14,416-396-3975,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB017,0bfdefba-0420-4a3a-bc0a-31dedc5833e2,"{'type': 'MultiPoint', 'coordinates': [[-79.3297133796592, 43.6921382898272]]}"
159,208,Y,SANDERSON,Sanderson Public Library,327 BATHURST ST,M5T 1J1,Library,,,None,Kensington-Chinatown (78),N,N,Spadina-Fort York ,10,416-393-7653,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB085,0cfbc72f-1105-4de0-8d7d-9e996ba1c946,"{'type': 'MultiPoint', 'coordinates': [[-79.4055623099752, 43.6519038798704]]}"
160,209,Y,SCARBOROUGH CIVIC CENTRE,Scarborough Civic Centre Public Library,156 BOROUGH DR,M1P 0B5,Library,,,None,Bendale-Glen Andrew (156),N,N,Scarborough Centre ,21,416-396-3599,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB144,6a22b844-787e-4309-8a0b-7841de8b7558,"{'type': 'MultiPoint', 'coordinates': [[-79.2569155996635, 43.7724846703062]]}"
161,210,Y,SPADINA ROAD,Spadina Road Public Library,10 SPADINA RD,M5R 2S7,Library,,,None,Annex (95),N,N,University-Rosedale ,11,416-393-7666,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB086,ac75cd74-3ae1-4358-97ed-fdfcf8f5eee4,"{'type': 'MultiPoint', 'coordinates': [[-79.4046693800912, 43.6676778400184]]}"
162,211,Y,ST. CLAIR/SILVERTHORN,St. Clair/Silverthorn Public Library,1748 ST CLAIR AVE W,M6N 1J3,Library,,,None,Weston-Pelham Park (91),Y,N,Davenport,9,416-393-7709,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB082,6867831c-c8bb-4896-a4c8-8350c5b5a58d,"{'type': 'MultiPoint', 'coordinates': [[-79.4606720096, 43.6743468702788]]}"
163,212,Y,ST. JAMES TOWN,Wellesley Community Centre,495 SHERBOURNE ST,M4X 1K7,Library,,,None,North St.James Town (74),N,N,Toronto Centre ,13,416-393-7744,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB083,6214ecc6-d1f9-4575-9faa-10a5225fd91b,"{'type': 'MultiPoint', 'coordinates': [[-79.3744794000972, 43.6677968499193]]}"
164,213,Y,ST. LAWRENCE,St. Lawrence Public Library,171 FRONT ST E,M5A 4H3,Library,,,None,St Lawrence-East Bayfront-The Islands (166),N,N,Toronto Centre ,13,416-393-7655,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB084,fadd4009-24a6-4dc5-a0e7-189f0bcad983,"{'type': 'MultiPoint', 'coordinates': [[-79.3684698100853, 43.6499749202157]]}"
165,214,Y,STEELES,Steeles Public Library,375 BAMBURGH CRCL,M1W 3Y1,Library,,,None,Steeles (116),N,Y,Scarborough-Agincourt ,22,416-396-8975,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB087,26b81231-7060-4508-8182-cf5056fd3f50,"{'type': 'MultiPoint', 'coordinates': [[-79.3222860999069, 43.815762430144]]}"
166,215,Y,SWANSEA MEMORIAL,Swansea Memorial Public Library,95 LAVINIA AVE,M6S 3H9,Library,,,None,High Park-Swansea (87),N,N,Parkdale-High Park,4,416-393-7695,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB088,e7bb6187-8a44-4475-a3c5-41e382daa787,"{'type': 'MultiPoint', 'coordinates': [[-79.4778817002512, 43.6476583701514]]}"
167,216,Y,TAYLOR MEMORIAL,Taylor Memorial Public Library,1440 KINGSTON RD,M1N 1R3,Library,,,None,Birchcliffe-Cliffside (122),N,N,Scarborough Southwest ,20,416-396-8939,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB089,5b9b43e6-92ae-4c70-b461-9ca718bacddd,"{'type': 'MultiPoint', 'coordinates': [[-79.271306199985, 43.6878392900882]]}"
168,217,Y,THORNCLIFFE,Thorncliffe Public Library,48 THORNCLIFFE PARK DR,M4H 1J7,Library,,,None,Thorncliffe Park (55),Y,N,Don Valley West ,15,416-396-3865,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB090,c807e05b-42bc-455c-b6c1-e93db34525f5,"{'type': 'MultiPoint', 'coordinates': [[-79.3427368303565, 43.7029474098799]]}"
169,218,Y,TODMORDEN ROOM,Todmorden Room Public Library,1081 1/2 PAPE AVE,M4K 3W6,Library,,,None,Old East York (58),N,N,Toronto-Danforth ,14,416-396-3875,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB091,e9d1a4db-f06b-4b86-8232-0a2b2e3c286e,"{'type': 'MultiPoint', 'coordinates': [[-79.3492704498945, 43.6917839803155]]}"
170,219,Y,TORONTO REFERENCE LIBRARY,Toronto Reference Public Library,789 YONGE ST,M4W 2G8,Library,,,None,Rosedale-Moore Park (98),N,N,University-Rosedale ,11,416-395-5577,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB018,bc864c18-31b9-4dcd-83fa-f7499538f602,"{'type': 'MultiPoint', 'coordinates': [[-79.3866732099172, 43.671887520078]]}"
171,220,Y,VICTORIA VILLAGE,Victoria Village Public Library,184 SLOANE AVE,M4A 2C4,Library,,,None,Victoria Village (43),Y,N,Don Valley East ,16,416-395-5950,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB092,b6795f5a-ea85-42e0-8366-138394d31ded,"{'type': 'MultiPoint', 'coordinates': [[-79.3128928302059, 43.7359713203066]]}"
172,221,Y,WESTON,Weston Public Library,2 KING ST,M9N 1K9,Library,,,None,Weston (113),Y,N,York South-Weston,5,416-394-1016,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB093,5c7590e5-42d8-4dd2-a237-2bf0c7674e92,"{'type': 'MultiPoint', 'coordinates': [[-79.5205849004377, 43.7018204098709]]}"
173,222,Y,WOODSIDE SQUARE,Woodside Square Public Library,1571 SANDHURST CRCL,M1V 1V2,Library,,,None,Agincourt North (129),N,N,Scarborough North ,23,416-396-8979,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB094,f0f9b4cc-dc91-4cad-9131-53990e8abc33,"{'type': 'MultiPoint', 'coordinates': [[-79.2693152898719, 43.8092293401488]]}"
174,223,Y,WOODVIEW PARK,Woodview Park Public Library,16 BRADSTOCK RD,M9M 1M8,Library,,,None,Humbermede (22),Y,N,Humber River-Black Creek,7,416-395-5960,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB095,0d674bfb-b68d-47d0-9a47-cea7e8de0406,"{'type': 'MultiPoint', 'coordinates': [[-79.5383110100878, 43.7394873401221]]}"
175,224,Y,WYCHWOOD,Wychwood Public Library,1431 BATHURST ST,M5R 3J2,Library,,,None,Casa Loma (96),N,N,Toronto-St. Paul's ,12,416-393-7683,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB096,32114c43-a8c1-47fa-ae04-18a6af575922,"{'type': 'MultiPoint', 'coordinates': [[-79.4175796601308, 43.6820897102551]]}"
176,225,Y,YORK WOODS,York Woods Public Library,1785 FINCH AVE W,M3N 1M6,Library,,,None,Glenfield-Jane Heights (25) ,Y,N,Humber River-Black Creek,7,416-395-5980,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB019,a8d30779-f634-4a83-b659-934367ec7deb,"{'type': 'MultiPoint', 'coordinates': [[-79.5073591895625, 43.758964879843]]}"
177,226,Y,YORKVILLE,Yorkville Public Library,22 YORKVILLE AVE,M4W 1L4,Library,,,None,Annex (95),N,N,University-Rosedale ,11,416-393-7660,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB097,ccebfd7f-bd0b-4109-9012-89460e9933d2,"{'type': 'MultiPoint', 'coordinates': [[-79.3886726504322, 43.6719529401635]]}"
178,230,Y,ST. LAWRENCE HALL,St. Lawrence Hall,157 KING ST E,M5C 1G9,None,,,None,Downtown Yonge East (168),N,N,Toronto Centre ,13,416-392-7809,http://www.stlawrencemarket.com/st_lawrence_hall,de838e2c-34ef-459b-a4e7-766c5ee77aa4,"{'type': 'MultiPoint', 'coordinates': [[-79.3721571796292, 43.6501940802641]]}"
179,231,Y,ST. LAWRENCE MARKET,St. Lawrence Market,92-95 FRONT ST E,M5C 1C3,None,,,None,St Lawrence-East Bayfront-The Islands (166),N,N,Toronto Centre ,13,416-392-7219,http://www.stlawrencemarket.com/,6fb6e2a4-e479-41b3-969b-cf348417aa49,"{'type': 'MultiPoint', 'coordinates': [[-79.3714969403533, 43.6491898399054]]}"
